Project_ID,Area_sqft,Floors,Material_Quality,Location_Type,Labor_Cost_per_sqft,Material_Cost_per_sqft,Design_Complexity,Duration_months,Total_Cost
C4541,3306,1,Medium,Rural,166,446,6,14,2024955.19
C4542,9470,4,Medium,Urban,210,425,2,9,8968133.28
C4543,1472,4,Low,Rural,240,479,5,11,1008715.35
C4544,6134,3,Medium,Urban,290,459,3,7,6768343.66
C4545,7983,1,Low,Suburban,244,396,9,6,6590504.8
C4546,2623,4,Medium,Suburban,229,306,10,12,1888479.15
C4547,9290,3,High,Urban,252,468,1,18,10565294.31
C4548,724,1,Low,Suburban,197,431,10,13,567945.25
C4549,9532,2,High,Urban,235,300,4,11,7910966.01
C4550,2314,3,Low,Urban,219,359,4,7,1571285.24
C4551,1606,5,Medium,Urban,196,294,9,13,1107185.21
C4552,624,1,Low,Suburban,159,406,1,11,396649.82
C4553,3746,4,Medium,Urban,229,434,2,19,3107945.16
C4554,3431,4,Low,Urban,162,353,1,13,2037072.85
C4555,3471,5,Medium,Urban,207,299,1,23,2565154.15
C4556,2517,5,Medium,Suburban,233,437,1,8,1907698.4
C4557,7915,4,Medium,Suburban,217,306,3,18,5087224.79
C4558,2915,1,Medium,Urban,233,329,4,21,2441270.21
C4559,3596,3,High,Urban,235,498,10,16,5109253.27
C4560,2109,5,Medium,Suburban,293,242,2,5,1291007.22
C4561,1217,5,Low,Suburban,212,262,1,12,606515.79
C4562,4061,5,Medium,Suburban,192,272,5,23,2451770.76
C4563,9708,2,High,Rural,179,385,6,6,6707095.94
C4564,7282,1,Medium,Urban,216,316,2,23,5093325.12
C4565,1548,1,Medium,Rural,173,204,3,4,580862.15
C4566,8807,1,Low,Urban,250,275,10,15,6350033.85
C4567,8405,1,Medium,Rural,255,490,3,13,6089298.13
C4568,6078,1,Medium,Urban,250,282,2,14,4140048.5
C4569,2120,4,High,Suburban,157,259,4,3,1337616.68
C4570,7048,5,High,Urban,245,306,5,23,6141374.26
C4571,7881,4,Low,Urban,184,316,8,11,5375127.21
C4572,5280,2,Medium,Rural,245,281,6,14,3025229.08
C4573,4292,3,Medium,Suburban,199,340,9,9,3045243.65
C4574,3441,5,Medium,Rural,294,421,3,19,2746831.86
C4575,6195,2,High,Suburban,151,269,10,12,4684977.73
C4576,6901,4,Medium,Suburban,193,211,9,8,3792457.75
C4577,9669,3,Medium,Urban,251,496,4,9,9873361.35
C4578,6697,2,Medium,Rural,279,304,8,21,4656967.63
C4579,5950,3,High,Suburban,221,406,10,16,5639228.77
C4580,9475,2,Medium,Suburban,259,264,7,13,7392365.51
C4581,8932,4,Medium,Suburban,286,262,7,4,6239457.9
C4582,6374,3,Medium,Suburban,278,377,9,3,6237688.07
C4583,2053,2,Medium,Rural,252,207,10,12,1072805.35
C4584,1512,4,High,Urban,286,358,2,14,1465322.95
C4585,8878,5,Medium,Urban,291,210,5,11,5994410.9
C4586,2381,4,Medium,Urban,176,472,3,13,2221991.97
C4587,7299,4,Medium,Suburban,286,294,7,3,6184108.16
C4588,5086,5,High,Urban,242,354,3,22,5253702.64
C4589,9122,4,Medium,Urban,249,405,5,12,8370489.5
C4590,8930,5,Low,Urban,280,314,5,21,7171532.13
C4591,6947,5,Medium,Suburban,266,286,2,23,4743599.13
C4592,2845,5,Medium,Suburban,271,396,1,13,2369130.83
C4593,575,2,High,Urban,259,297,6,5,500888.4
C4594,6377,3,High,Rural,222,218,1,18,3272392.03
C4595,7285,2,Medium,Rural,179,215,9,12,3587172.43
C4596,5422,5,Low,Urban,168,244,10,4,3450721.45
C4597,8590,3,High,Suburban,251,354,5,21,7834273.61
C4598,2830,3,Medium,Suburban,216,430,1,6,2137090.6
C4599,5186,5,Medium,Urban,199,356,8,18,4703904.44
C4600,2402,3,Medium,Urban,197,312,1,8,1810558.02
C4601,5170,3,Medium,Suburban,152,243,4,13,2603117.26
C4602,7643,2,Medium,Suburban,215,309,7,19,5993279.97
C4603,2559,3,High,Urban,255,310,4,17,2568729.86
C4604,640,5,High,Rural,260,422,5,6,528867.23
C4605,2289,1,Medium,Suburban,189,464,7,10,2151000.22
C4606,516,1,Medium,Suburban,274,470,4,20,509822.34
C4607,964,1,Low,Urban,167,411,5,16,768177.84
C4608,4971,5,Low,Suburban,288,457,7,4,4322830.42
C4609,2327,1,Medium,Urban,168,446,1,18,1872428.31
C4610,9211,2,Medium,Suburban,238,254,3,17,5304254.61
C4611,6456,5,High,Suburban,284,271,1,23,5139058.02
C4612,589,5,High,Suburban,206,495,3,8,653141.68
C4613,5315,5,Medium,Urban,279,412,2,11,5102622.14
C4614,3351,3,Medium,Suburban,187,494,5,14,2776369.75
C4615,3343,3,Low,Rural,282,370,10,12,2556629.15
C4616,9617,3,High,Suburban,231,445,5,9,9111097.66
C4617,7043,4,Medium,Urban,185,340,10,7,6305533.23
C4618,6401,2,Low,Suburban,237,303,9,10,4678818.84
C4619,1469,5,Medium,Urban,268,304,8,14,1321709.01
C4620,1594,5,High,Rural,234,439,3,3,1301488.97
C4621,6624,3,High,Suburban,297,479,1,12,6677342.99
C4622,7847,5,Low,Urban,282,221,5,13,5210973.33
C4623,3695,5,High,Urban,173,277,3,22,2483397.58
C4624,1904,1,Medium,Urban,179,394,5,7,1606863.24
C4625,7440,5,Low,Rural,177,220,9,15,3103773.65
C4626,4790,4,High,Urban,258,359,1,20,4684299.57
C4627,4482,3,High,Suburban,284,431,1,12,4928209.54
C4628,6055,2,Medium,Rural,184,243,9,23,2936406.77
C4629,8454,2,Medium,Urban,268,496,3,19,9248184.69
C4630,5213,1,High,Suburban,183,379,10,21,5186324.6
C4631,3592,2,High,Suburban,252,300,5,6,2754801.39
C4632,4659,2,High,Suburban,266,314,9,11,4647628.83
C4633,6808,3,Medium,Urban,225,412,5,20,5968720.52
C4634,7978,3,High,Urban,203,217,3,18,5370624.18
C4635,8976,4,High,Suburban,178,226,9,9,6462045.5
C4636,5433,1,Low,Rural,287,484,7,14,4713820.16
C4637,5426,2,High,Urban,176,348,7,6,4682797.87
C4638,9879,4,Medium,Urban,162,484,8,23,9052191.74
C4639,4469,1,Medium,Urban,191,336,5,14,3719388.66
C4640,3465,2,Medium,Rural,170,388,2,14,2147380.58
C4641,4819,2,Low,Urban,280,389,9,6,4670996.44
C4642,9475,3,Medium,Rural,285,398,3,14,6156022.58
C4643,7608,5,High,Urban,219,301,2,10,6481770.41
C4644,9641,1,Medium,Rural,294,290,10,5,6235151.04
C4645,4439,2,Medium,Suburban,159,423,10,18,4083614.84
C4646,544,1,High,Suburban,290,204,5,4,401189.43
C4647,2310,4,Medium,Urban,255,214,8,8,1697079.52
C4648,5066,4,Medium,Suburban,161,204,3,19,2267802.8
C4649,9521,5,Medium,Urban,277,429,6,14,9888010.64
C4650,2409,2,Medium,Urban,277,313,9,11,2326576.52
C4651,6864,3,Medium,Urban,210,203,2,18,3885443.61
C4652,3081,2,High,Rural,175,383,8,9,2399344.54
C4653,1191,1,Medium,Suburban,164,412,10,10,1038534.35
C4654,1431,4,High,Suburban,171,446,7,9,1267002.21
C4655,8410,1,Medium,Suburban,238,233,3,23,5189075.56
C4656,6882,5,Medium,Urban,214,495,1,7,6717485.99
C4657,3906,4,Medium,Rural,170,395,6,9,2388711.29
C4658,8839,3,High,Suburban,165,326,2,20,5986087.5
C4659,1532,4,Medium,Suburban,165,341,3,20,907340.47
C4660,1811,2,Low,Suburban,191,335,5,18,1140216.74
C4661,9079,2,Low,Rural,190,327,8,9,4740224.46
C4662,3621,4,Medium,Rural,257,373,2,23,2560641.56
C4663,2373,5,Medium,Suburban,274,417,6,4,2299589.07
C4664,9607,2,Medium,Urban,162,313,1,19,6094983.76
C4665,7281,2,Low,Suburban,228,211,7,10,4212343.07
C4666,4248,3,High,Suburban,287,443,4,4,4861793.71
C4667,777,4,Medium,Urban,191,251,1,20,460592.1
C4668,2359,2,Medium,Urban,270,385,9,21,2202511.6
C4669,6429,5,Medium,Suburban,280,432,9,22,6902398.75
C4670,7292,1,Medium,Suburban,165,201,3,11,3142595.88
C4671,5213,4,High,Suburban,193,200,6,14,3374289.49
C4672,5175,3,Low,Urban,270,438,7,21,4845966.93
C4673,1670,2,Medium,Suburban,173,254,4,10,957630.42
C4674,9181,5,High,Suburban,175,419,6,10,8802214.67
C4675,9874,4,Medium,Urban,207,303,9,12,7114509.37
C4676,5808,5,Medium,Urban,158,476,10,20,5698116.39
C4677,2962,5,Medium,Rural,275,209,6,17,1622693.37
C4678,787,3,High,Suburban,168,303,7,13,621493.08
C4679,6453,4,High,Urban,177,397,6,23,6493782.52
C4680,4782,2,High,Rural,284,213,7,16,3289551.06
C4681,2407,3,Medium,Urban,194,367,1,17,1666351.54
C4682,1661,2,High,Rural,277,229,6,16,968300.16
C4683,629,1,Low,Urban,243,213,9,14,423487.11
C4684,6837,5,Low,Urban,165,437,3,6,5129142.85
C4685,2863,1,High,Suburban,154,261,6,5,1823021.28
C4686,8651,5,Low,Urban,201,309,4,14,5837260.05
C4687,6483,3,Low,Suburban,155,359,7,9,4584773.04
C4688,643,2,Medium,Suburban,198,254,7,9,366198.4
C4689,8707,2,Medium,Rural,229,448,9,21,6347478.15
C4690,7969,3,High,Suburban,247,455,4,16,8854593.65
C4691,744,4,Medium,Suburban,256,221,8,3,450353.43
C4692,1426,1,Medium,Urban,186,302,8,9,1054985.2
C4693,3678,1,Medium,Urban,265,463,8,12,4324689.05
C4694,2676,2,High,Suburban,166,435,8,20,2408860.92
C4695,5502,2,High,Urban,181,432,6,15,5311488.29
C4696,1386,2,Medium,Suburban,174,367,8,10,1012515.57
C4697,9032,3,High,Suburban,171,432,6,11,7800202.47
C4698,3898,4,High,Urban,210,204,10,17,3008521.29
C4699,8997,1,Low,Suburban,275,244,2,10,5021479.18
C4700,9599,5,Low,Urban,193,245,3,3,5055798.1
C4701,3154,3,Low,Suburban,251,363,6,5,2421593.6
C4702,7892,1,High,Suburban,169,368,7,21,7263987.29
C4703,1871,4,Low,Suburban,258,363,4,11,1494585.13
C4704,7635,3,Medium,Urban,237,455,1,21,7632173.23
C4705,820,1,Low,Suburban,196,265,4,17,451865.26
C4706,5154,3,High,Urban,200,459,6,16,5475286.95
C4707,5800,1,Medium,Suburban,188,287,8,3,4026054.96
C4708,7261,1,High,Suburban,163,439,4,5,6347762.83
C4709,7354,4,High,Suburban,170,258,10,4,5482053.01
C4710,6005,5,Low,Rural,292,369,1,3,3291239.57
C4711,9823,4,Medium,Suburban,249,457,5,20,9285069.66
C4712,7053,1,Low,Urban,246,245,7,3,4583307.81
C4713,4542,3,High,Urban,150,201,6,11,2543900.87
C4714,9509,4,Medium,Rural,258,328,3,9,6036813.95
C4715,7998,5,Low,Urban,231,468,7,15,7890189.6
C4716,7136,1,Low,Suburban,287,477,4,19,5877191.56
C4717,7862,4,Medium,Suburban,167,216,5,15,4366696.01
C4718,511,4,High,Suburban,207,386,7,15,461864.91
C4719,694,4,Medium,Suburban,275,315,2,12,558279.55
C4720,3037,4,High,Suburban,222,458,4,8,3118112.47
C4721,3342,3,Medium,Suburban,259,448,4,7,3181929.9
C4722,2729,5,Low,Rural,201,397,6,12,1796506.93
C4723,3509,5,High,Suburban,195,426,7,16,3635829.28
C4724,8484,1,Low,Suburban,256,376,4,13,5911333.09
C4725,2577,2,High,Suburban,162,442,10,7,2314096.12
C4726,8345,3,Medium,Suburban,245,234,1,6,4744548.65
C4727,4367,1,Low,Rural,166,334,1,5,1999857.83
C4728,5373,1,Medium,Urban,216,209,5,16,3469625.17
C4729,9135,4,High,Urban,210,382,1,15,8540624.25
C4730,797,2,High,Rural,214,401,3,7,562632.36
C4731,6356,2,Low,Suburban,282,218,9,14,4159691.06
C4732,9536,3,Low,Urban,238,222,3,12,5748136.98
C4733,1515,2,Medium,Suburban,205,294,3,4,972292.87
C4734,1884,1,Medium,Rural,154,263,9,9,952457.64
C4735,9245,2,High,Rural,250,419,5,9,7631192.57
C4736,2850,2,Low,Suburban,236,295,8,6,1942499.16
C4737,1769,5,High,Urban,210,464,10,14,2335344.85
C4738,1760,1,Medium,Rural,218,356,9,6,1154000.09
C4739,8201,2,High,Suburban,212,406,6,9,8204217.71
C4740,8876,2,Medium,Rural,193,473,7,22,6451028.91
C4741,5063,4,Medium,Urban,177,445,7,15,4579530.35
C4742,7397,2,High,Urban,162,398,7,10,7687821.52
C4743,6172,2,Medium,Suburban,179,484,4,16,5559950.73
C4744,6093,5,High,Urban,212,282,2,5,5098345.06
C4745,6655,1,High,Suburban,222,332,2,4,5793732.96
C4746,6043,3,Medium,Rural,206,304,7,12,3130580.91
C4747,7740,1,Medium,Suburban,213,436,10,8,7998571.22
C4748,5183,4,Low,Rural,201,268,7,9,2294940.54
C4749,2381,1,Low,Suburban,212,383,10,18,1709368.08
C4750,9213,2,Medium,Suburban,290,317,7,8,8127183.5
C4751,4309,4,Low,Rural,242,379,8,18,2709922.41
C4752,6307,1,Medium,Suburban,256,470,3,14,6363625.43
C4753,5383,4,Medium,Suburban,258,289,5,17,3954016.24
C4754,7706,3,Medium,Suburban,237,287,6,5,5347577.24
C4755,4655,1,Medium,Suburban,194,282,8,18,2844740.98
C4756,5173,2,Low,Urban,257,219,8,20,3403345.67
C4757,1909,4,Low,Rural,195,306,10,17,987038.87
C4758,5697,5,Medium,Rural,226,471,3,8,3814119.12
C4759,7952,4,Medium,Suburban,195,297,4,19,5286932.61
C4760,9218,5,Medium,Suburban,278,431,6,4,9702547.57
C4761,2672,2,Medium,Suburban,241,256,4,4,1693382.9
C4762,779,3,High,Suburban,161,348,10,19,627715.54
C4763,4477,5,Medium,Suburban,237,434,4,21,3603774.89
C4764,3169,3,Medium,Rural,222,336,5,7,1819054.09
C4765,8325,4,High,Suburban,251,466,10,6,9425334.26
C4766,4481,2,High,Urban,248,428,7,20,5018427.16
C4767,5269,5,Medium,Rural,207,481,2,10,3832377.16
C4768,5747,4,Medium,Suburban,277,401,2,11,4525632.87
C4769,4927,1,Low,Rural,266,431,10,20,3381300.76
C4770,6635,4,Medium,Urban,184,218,9,13,4512313.61
C4771,6073,3,High,Urban,233,215,4,18,4671277.73
C4772,4631,2,Medium,Rural,215,255,5,18,2265149.37
C4773,7689,2,High,Urban,175,313,3,6,6131657.08
C4774,5035,4,Medium,Rural,191,267,2,23,2418209.16
C4775,3276,1,High,Rural,226,277,10,11,2332686.5
C4776,9811,3,Medium,Suburban,179,229,8,15,6022189.47
C4777,8197,4,Low,Urban,265,206,4,22,4861230.15
C4778,8886,4,Medium,Suburban,185,351,1,10,6067452.1
C4779,1162,2,Medium,Rural,168,221,6,13,531473.99
C4780,9171,3,Low,Suburban,171,229,6,23,4699609.68
C4781,8544,1,High,Suburban,214,366,2,11,7684677.39
C4782,4718,2,Medium,Suburban,206,347,2,20,3279745.09
C4783,5560,4,High,Urban,160,248,8,22,4186069.08
C4784,6374,2,Medium,Rural,175,497,7,5,5230315.4
C4785,6081,2,Low,Rural,168,461,2,20,3621003.86
C4786,2514,5,High,Rural,232,380,10,21,1876544.08
C4787,4289,2,Medium,Suburban,289,489,1,11,4380263.1
C4788,9603,2,Medium,Suburban,216,321,8,20,7739025.61
C4789,7648,3,Medium,Urban,205,323,10,18,6268300.65
C4790,8266,2,Medium,Suburban,167,465,2,16,6217813.17
C4791,2864,1,High,Suburban,262,227,5,21,2320818.16
C4792,4129,4,Medium,Rural,154,458,6,17,2830808.56
C4793,6419,3,Medium,Rural,261,276,10,23,4108290.85
C4794,6175,2,High,Rural,264,393,1,6,5070707.78
C4795,9372,1,Low,Rural,216,234,2,14,3874929.32
C4796,7138,4,Medium,Rural,219,313,10,9,4825441.5
C4797,5151,3,High,Urban,201,261,4,13,4009925.03
C4798,1109,1,Medium,Rural,276,251,2,9,658031.36
C4799,8440,2,High,Suburban,214,315,6,22,6777615.02
C4800,4366,5,Medium,Urban,229,246,4,5,3197508.16
C4801,871,5,High,Urban,262,300,3,6,789030.27
C4802,7498,3,High,Suburban,260,478,6,4,8480512.62
C4803,1115,1,Medium,Urban,202,306,9,22,847964.9
C4804,7411,4,Low,Suburban,286,234,8,17,4969173.6
C4805,6510,1,Medium,Suburban,282,487,2,22,6391201.89
C4806,2753,5,High,Rural,265,201,3,14,1651752.07
C4807,5442,3,Medium,Rural,221,438,2,23,3843128.93
C4808,1364,2,Low,Suburban,170,471,10,19,1229464.83
C4809,1768,1,Medium,Urban,252,343,7,20,1668195.41
C4810,7954,5,High,Urban,256,291,9,10,7356975.03
C4811,9476,4,Medium,Urban,212,420,1,10,7588911.18
C4812,5071,3,Medium,Urban,297,253,3,7,3713936.42
C4813,5729,2,Low,Rural,299,427,6,11,3896182.9
C4814,2737,1,Medium,Suburban,226,232,4,22,1600771.98
C4815,4554,4,Low,Urban,224,413,10,22,4305870.8
C4816,1435,2,Low,Urban,212,335,10,7,1138680.09
C4817,6894,5,High,Suburban,216,447,1,12,6640206.06
C4818,8391,5,High,Suburban,185,252,9,3,5778263.5
C4819,825,4,Low,Urban,283,263,7,6,579893.11
C4820,8274,5,Low,Rural,186,236,7,18,3369441.87
C4821,4361,3,Medium,Urban,242,411,1,20,3911532.9
C4822,2485,4,Medium,Urban,224,211,9,14,1570679.49
C4823,5432,5,Medium,Urban,264,283,8,22,4456089.79
C4824,5103,1,Medium,Suburban,226,293,10,17,3624695.81
C4825,3278,5,Medium,Urban,162,406,5,20,2791488.65
C4826,9962,3,High,Urban,187,237,4,7,7000656.56
C4827,9332,2,High,Urban,297,402,1,16,9743012.48
C4828,8254,2,Medium,Suburban,166,469,9,9,6927814.34
C4829,4578,5,Medium,Urban,272,274,8,13,3606772.46
C4830,1867,2,High,Urban,263,327,2,17,1708835.68
C4831,4542,5,High,Suburban,175,351,4,23,3882772.58
C4832,3075,3,Low,Urban,181,209,4,13,1482974.34
C4833,7254,2,Medium,Suburban,235,237,7,9,4431215.01
C4834,2081,1,Medium,Urban,247,304,3,23,1514740.88
C4835,2486,5,Low,Urban,240,364,8,22,2177157.62
C4836,2740,2,Medium,Suburban,270,231,7,22,2050603.22
C4837,4466,3,Medium,Urban,206,411,10,6,3993893.18
C4838,8104,3,Medium,Urban,256,213,4,3,5688534.59
C4839,8820,1,Medium,Suburban,171,429,9,23,7547767.3
C4840,6468,3,Medium,Rural,261,331,6,4,4521786.75
C4841,9543,3,High,Suburban,234,351,3,6,8008981.83
C4842,7993,2,Medium,Rural,229,295,7,7,4259187.74
C4843,4603,5,Medium,Rural,222,209,6,4,2280161.48
C4844,2576,4,Low,Rural,226,215,8,4,1259051.57
C4845,5731,3,Low,Suburban,223,366,5,20,4412831.5
C4846,3494,3,Medium,Suburban,276,295,6,16,2741063.41
C4847,4244,4,Low,Urban,270,217,1,5,2338569.32
C4848,6094,3,Low,Urban,234,206,8,23,3635285.9
C4849,8031,2,Low,Suburban,299,383,1,20,6494716.96
C4850,7871,2,Medium,Rural,231,444,3,12,5569153.52
C4851,2144,4,High,Suburban,170,281,2,8,1437830.18
C4852,3644,3,Medium,Suburban,291,330,6,4,2762919.53
C4853,742,3,Medium,Suburban,223,328,8,22,524844.06
C4854,4585,5,Low,Suburban,158,488,8,13,3916335.01
C4855,8454,3,Medium,Suburban,295,273,7,20,6345774.18
C4856,7769,2,Medium,Suburban,162,258,7,16,4400301.28
C4857,7630,1,Medium,Urban,166,271,8,22,5250627.26
C4858,7328,1,High,Suburban,275,359,5,15,6481727.38
C4859,8862,1,High,Rural,236,286,3,9,5883536.67
C4860,9344,1,Low,Rural,165,216,2,23,3095255.26
C4861,6831,3,High,Urban,173,288,3,22,5240666.38
C4862,4012,3,Low,Rural,224,348,3,12,2098554.36
C4863,1999,5,High,Urban,252,205,7,21,1487165.85
C4864,2658,3,Medium,Urban,235,283,1,15,1972893.75
C4865,5662,1,Medium,Suburban,254,283,7,4,4237844.85
C4866,4539,4,Low,Urban,191,449,6,22,3674303.23
C4867,2535,4,Low,Urban,167,353,10,14,1709353.86
C4868,8477,2,High,Urban,227,271,2,10,7208656.57
C4869,1357,2,High,Suburban,241,308,10,20,1212369.9
C4870,4323,3,Medium,Urban,160,311,1,4,2685207.43
C4871,7270,4,High,Suburban,275,371,9,18,6934626.15
C4872,9741,1,High,Suburban,246,386,2,10,9497954.41
C4873,798,1,Medium,Suburban,202,484,4,18,663955.71
C4874,7744,1,Low,Rural,232,472,9,10,5599250.86
C4875,1423,3,Low,Suburban,196,217,9,15,750796.39
C4876,4732,3,Medium,Urban,201,367,1,8,3843265.08
C4877,4806,5,Medium,Urban,206,281,2,3,3122759.93
C4878,3299,1,Low,Suburban,224,274,2,4,1891306.53
C4879,7078,1,Low,Suburban,208,448,2,9,5236071.58
C4880,5375,3,Low,Urban,218,330,8,15,3945843.53
C4881,5826,3,High,Urban,235,400,8,6,7011731.15
C4882,7082,5,Low,Suburban,295,495,10,11,7823603.16
C4883,2302,5,Medium,Suburban,220,267,8,21,1471055.77
C4884,3157,2,Medium,Suburban,182,219,4,22,1672453.32
C4885,3846,4,Medium,Rural,152,470,8,5,2910159.22
C4886,3449,1,Low,Suburban,177,292,7,4,2060816.51
C4887,1441,1,Medium,Suburban,150,332,8,18,973674.33
C4888,2407,5,Low,Suburban,275,494,1,12,1899053.27
C4889,5337,5,Medium,Rural,262,495,3,14,3905659.33
C4890,8605,2,Low,Suburban,196,334,10,20,5713323.45
C4891,1743,4,Medium,Urban,186,232,6,4,1080009.78
C4892,6196,2,Medium,Urban,235,492,1,16,6655924.1
C4893,1966,4,Medium,Suburban,197,231,4,14,1166078.88
C4894,4457,1,Medium,Rural,257,242,9,22,2395499.63
C4895,2466,2,Medium,Urban,168,491,7,10,2551700.48
C4896,875,5,High,Urban,291,480,1,9,1096268.48
C4897,762,2,Medium,Rural,232,307,6,15,447595.15
C4898,4862,2,High,Rural,214,295,6,17,3012268.51
C4899,7002,1,High,Urban,175,265,2,16,4887507.76
C4900,8333,5,Medium,Urban,287,208,6,7,6121516.34
C4901,2393,5,Medium,Suburban,248,429,10,10,2241869.62
C4902,8606,3,Medium,Urban,226,420,2,20,7475405.17
C4903,2152,3,Low,Rural,219,477,8,7,1577592.19
C4904,6040,3,Low,Urban,192,298,7,11,4113451.28
C4905,4392,1,Low,Urban,219,470,6,12,4092887.73
C4906,1099,2,Low,Urban,208,462,10,19,1133711.81
C4907,5315,5,Medium,Urban,152,363,6,5,3667734.71
C4908,2412,5,High,Urban,282,215,9,3,2050936.82
C4909,9984,2,Medium,Urban,234,368,9,9,9829525.12
C4910,9292,5,High,Suburban,244,220,10,17,7329910.13
C4911,9072,2,High,Urban,227,227,10,21,8033813.91
C4912,4713,1,High,Rural,250,282,2,10,2985202.71
C4913,4137,1,High,Urban,232,472,3,13,4758741.95
C4914,9790,1,Medium,Suburban,233,235,10,4,6925346.09
C4915,6099,2,Low,Urban,270,475,7,22,5825750.41
C4916,6948,2,Medium,Urban,284,432,10,4,8279146.72
C4917,9057,4,Medium,Suburban,202,303,9,13,6269088.07
C4918,7882,5,High,Suburban,263,205,6,22,5594937.58
C4919,9482,5,High,Suburban,155,222,1,19,4526227.17
C4920,4069,4,Medium,Suburban,284,369,7,12,3916988.18
C4921,8207,4,Medium,Suburban,167,351,1,7,5722746.16
C4922,1246,1,Low,Suburban,203,443,5,5,888278.1
C4923,9004,4,Low,Rural,276,440,9,11,7031701.06
C4924,5133,2,Medium,Suburban,174,460,10,22,5160736.79
C4925,1420,3,Medium,Rural,212,245,10,4,787423.55
C4926,9769,2,High,Rural,264,472,9,21,10113474.54
C4927,7508,4,Medium,Urban,290,274,1,19,5265910.9
C4928,2881,5,High,Urban,200,482,6,14,3132487.72
C4929,4118,2,Medium,Suburban,177,395,3,22,2927947.26
C4930,9489,5,High,Suburban,222,222,9,11,7493610.65
C4931,4943,2,Low,Suburban,221,286,3,6,3086791.22
C4932,772,5,High,Suburban,234,320,2,20,658767.65
C4933,2273,2,Medium,Urban,259,348,8,18,2107152.98
C4934,3047,5,Low,Urban,179,349,3,23,2135148.65
C4935,3664,3,Low,Urban,158,264,5,12,2135519.12
C4936,5280,1,High,Suburban,290,359,6,14,5349892.25
C4937,1446,2,Low,Suburban,231,483,10,13,1465847.32
C4938,1006,3,Medium,Urban,213,281,10,7,733386.67
C4939,7219,1,Medium,Suburban,187,206,1,22,3191638.41
C4940,8935,2,Medium,Urban,268,381,7,13,8384093.98
C4941,9197,3,High,Urban,171,213,7,18,5541823.05
C4942,6860,3,Medium,Suburban,248,382,5,17,5246475.74
C4943,8157,3,Medium,Urban,255,243,9,8,6224872.92
C4944,4090,4,High,Suburban,213,373,2,15,3222044.54
C4945,1692,5,High,Rural,158,213,5,18,821896.73
C4946,1964,1,High,Rural,275,499,2,5,1806939.37
C4947,890,5,Medium,Urban,244,272,2,20,612866.97
C4948,6115,5,Medium,Suburban,237,422,9,3,5508093.68
C4949,6606,5,Medium,Suburban,262,201,7,19,4272278.5
C4950,9364,3,High,Suburban,221,409,4,22,8644855.41
C4951,3060,5,Low,Suburban,199,460,8,8,2344477.03
C4952,6367,4,Medium,Urban,297,289,4,11,5494731.83
C4953,1711,2,Low,Urban,230,451,1,6,1426124.64
C4954,9621,3,Medium,Suburban,182,246,10,9,5712243.45
C4955,2039,1,High,Suburban,212,362,3,13,1634334.04
C4956,9604,2,Low,Urban,254,315,10,5,7794824.57
C4957,1143,2,Medium,Urban,248,278,1,18,862515.82
C4958,9193,2,High,Suburban,155,207,2,8,4685610.26
C4959,9421,5,Medium,Urban,284,222,2,9,6988628.45
C4960,1783,5,Medium,Urban,158,468,7,14,1654354.69
C4961,8180,3,High,Urban,250,478,4,9,10283710.14
C4962,7845,5,High,Urban,210,230,10,21,6749479.85
C4963,4886,5,Medium,Suburban,248,369,9,18,3891612.33
C4964,1419,5,Low,Urban,297,329,2,20,1011533.87
C4965,2839,3,Low,Urban,207,356,9,12,2097610.63
C4966,9447,3,High,Urban,209,221,6,3,6308744.07
C4967,6430,4,High,Urban,184,325,10,10,5837530.33
C4968,5902,4,Medium,Suburban,196,368,8,5,4918926.76
C4969,6163,4,Medium,Urban,195,365,7,18,5672666.69
C4970,5775,4,Low,Suburban,236,356,8,5,4290654.39
C4971,1007,2,Medium,Urban,153,221,9,4,608733.57
C4972,1936,2,Medium,Urban,159,463,8,14,1893829.91
C4973,9250,4,High,Urban,256,462,6,10,10919354.36
C4974,7854,4,Medium,Urban,224,411,8,21,7974262.1
C4975,5016,1,Medium,Suburban,189,363,8,20,3957803.09
C4976,4122,2,Medium,Suburban,276,335,2,22,3334100.25
C4977,4899,1,Medium,Rural,268,451,2,17,3404438.09
C4978,5537,1,Medium,Urban,222,404,1,19,4536422.28
C4979,8611,5,Low,Urban,189,441,10,20,8079412.87
C4980,4215,3,Medium,Urban,245,478,2,20,3869603.11
C4981,8337,2,Low,Suburban,172,260,7,11,4760630.31
C4982,1801,4,Low,Urban,292,498,3,7,1677109.56
C4983,7870,4,High,Suburban,264,294,4,13,6292360.04
C4984,5685,3,Medium,Urban,265,347,4,6,4699605.73
C4985,2655,2,Medium,Urban,282,458,4,12,2554951.29
C4986,6911,4,High,Rural,295,229,2,6,4042650.67
C4987,6865,4,Medium,Suburban,170,217,6,5,3896758.2
C4988,1192,5,High,Suburban,152,386,1,18,814319.9
C4989,1978,1,Low,Suburban,195,411,5,23,1310231.15
C4990,6896,4,High,Suburban,239,234,2,13,4854941.3
C4991,8948,2,High,Urban,228,346,9,11,8848932.21
